Link,Salary,Company Name,Company Address
https://spb.hh.ru/vacancy/97607346?query=python&hhtmFrom=vacancy_search_list,Зарплата не указана,Домклик,"Москва, Кутузовская, Кутузовский проспект, 32к1"
